category,ceremony,film,film_awards.nomsBaftas,film_awards.nomsGoldenGlobes,film_awards.nomsOscars,film_awards.winsBaftas,film_awards.winsGoldenGlobes,film_awards.winsOscars,name,winner,year_ceremony,year_film
Music (Original Song),87,Selma,0,3,1,0,1,1,Music and Lyric by John Stephens and Lonnie Lynn,true,2015,2014
Music (Original Song),87,Beyond the Lights,0,0,1,0,0,0,Music and Lyric by Diane Warren,false,2015,2014
Music (Original Song),87,"Glen Campbell...I'll Be Me",0,0,1,0,0,0,Music and Lyric by Glen Campbell and Julian Raymond,false,2015,2014
Music (Original Song),87,Begin Again,0,0,1,0,0,0,Music and Lyric by Gregg Alexander and Danielle Brisebois,false,2015,2014
Best Picture,87,American Sniper,2,0,5,0,0,1,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",false,2015,2014
Best Picture,87,Birdman or (The Unexpected Virtue of Ignorance),8,5,5,1,2,4,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",true,2015,2014
Best Picture,87,Boyhood,2,2,5,2,3,1,"Richard Linklater and Cathleen Sutherland, Producers",false,2015,2014
Best Picture,87,The Grand Budapest Hotel,5,3,5,5,1,4,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",false,2015,2014
Best Picture,87,The Imitation Game,8,5,7,0,0,1,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",false,2015,2014
Best Picture,87,Selma,0,3,1,0,1,1,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",false,2015,2014
Best Picture,87,The Theory of Everything,6,2,4,2,2,1,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",false,2015,2014
Best Picture,87,Whiplash,1,0,2,3,1,3,"Jason Blum, Helen Estabrook and David Lancaster, Producers",false,2015,2014
Production Design,87,The Grand Budapest Hotel,5,3,5,5,1,4,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,true,2015,2014
Production Design,87,The Imitation Game,8,5,7,0,0,1,Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald,false,2015,2014
Production Design,87,Interstellar,3,1,4,1,0,1,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,false,2015,2014
Production Design,87,Into the Woods,2,3,3,0,0,0,Production Design: Dennis Gassner; Set Decoration: Anna Pinnock,false,2015,2014
Production Design,87,Mr. Turner,4,0,4,0,0,0,Production Design: Suzie Davies; Set Decoration: Charlotte Watts,false,2015,2014
Short Film (Animated),87,The Bigger Picture,0,0,1,1,0,0,Daisy Jacobs and Christopher Hees,false,2015,2014
Short Film (Animated),87,The Dam Keeper,0,0,1,0,0,0,Robert Kondo and Dice Tsutsumi,false,2015,2014
Short Film (Animated),87,Feast,0,0,0,0,0,1,Patrick Osborne and Kristina Reed,true,2015,2014
Short Film (Animated),87,Me and My Moulton,0,0,1,0,0,0,Torill Kove,false,2015,2014
Short Film (Animated),87,A Single Life,0,0,1,0,0,0,Joris Oprins,false,2015,2014
Short Film (Live Action),87,Aya,0,0,0,0,0,0,Oded Binnun and Mihal Brezis,false,2015,2014
Short Film (Live Action),87,Boogaloo and Graham,0,0,1,1,0,0,Michael Lennox and Ronan Blaney,false,2015,2014
Short Film (Live Action),87,Butter Lamp (La Lampe Au Beurre De Yak),0,0,1,0,0,0,Hu Wei and Julien Féret,false,2015,2014
Short Film (Live Action),87,Parvaneh,0,0,1,0,0,0,Talkhon Hamzavi and Stefan Eichenberger,false,2015,2014
Short Film (Live Action),87,The Phone Call,0,0,0,0,0,1,Mat Kirkby and James Lucas,true,2015,2014
Sound,87,American Sniper,2,0,5,0,0,1,"John Reitz, Gregg Rudloff and Walt Martin",false,2015,2014
Sound,87,Birdman or (The Unexpected Virtue of Ignorance),8,5,5,1,2,4,"Jon Taylor, Frank A. Montaño and Thomas Varga",false,2015,2014
Sound,87,Interstellar,3,1,4,1,0,1,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",false,2015,2014
Sound,87,Unbroken,0,0,3,0,0,0,"Jon Taylor, Frank A. Montaño and David Lee",false,2015,2014
Sound,87,Whiplash,1,0,2,3,1,3,"Craig Mann, Ben Wilkins and Thomas Curley",true,2015,2014
Visual Effects,87,Captain America: The Winter Soldier,0,0,1,0,0,0,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",false,2015,2014
Visual Effects,87,Dawn of the Planet of the Apes,1,0,1,0,0,0,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist",false,2015,2014
Visual Effects,87,Guardians of the Galaxy,2,0,2,0,0,0,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",false,2015,2014
Visual Effects,87,Interstellar,3,1,4,1,0,1,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",true,2015,2014
Visual Effects,87,X-Men: Days of Future Past,1,0,1,0,0,0,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",false,2015,2014
Writing (Adapted Screenplay),87,American Sniper,2,0,5,0,0,1,Written by Jason Hall,false,2015,2014
Writing (Adapted Screenplay),87,The Imitation Game,8,5,7,0,0,1,Written by Graham Moore,true,2015,2014
Writing (Adapted Screenplay),87,Inherent Vice,0,1,2,0,0,0,Written for the screen by Paul Thomas Anderson,false,2015,2014
Writing (Adapted Screenplay),87,The Theory of Everything,6,2,4,2,2,1,Screenplay by Anthony McCarten,false,2015,2014
Writing (Adapted Screenplay),87,Whiplash,1,0,2,3,1,3,Written by Damien Chazelle,false,2015,2014
Writing (Original Screenplay),87,Birdman or (The Unexpected Virtue of Ignorance),8,5,5,1,2,4,"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",true,2015,2014
Writing (Original Screenplay),87,Boyhood,2,2,5,2,3,1,Written by Richard Linklater,false,2015,2014
Writing (Original Screenplay),87,Foxcatcher,2,3,5,0,0,0,Written by E. Max Frye and Dan Futterman,false,2015,2014
Writing (Original Screenplay),87,The Grand Budapest Hotel,5,3,5,5,1,4,Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,false,2015,2014
Writing (Original Screenplay),87,Nightcrawler,4,1,1,0,0,0,Written by Dan Gilroy,false,2015,2014
Actor in a Leading Role,88,Trumbo,1,2,1,0,0,0,Bryan Cranston,false,2016,2015
Actor in a Leading Role,88,The Martian,5,1,7,0,2,0,Matt Damon,false,2016,2015
Actor in a Leading Role,88,The Revenant,3,1,9,4,3,3,Leonardo DiCaprio,true,2016,2015
Actor in a Leading Role,88,Steve Jobs,2,2,2,1,2,0,Michael Fassbender,false,2016,2015
Actor in a Leading Role,88,The Danish Girl,4,3,3,0,0,1,Eddie Redmayne,false,2016,2015
Actor in a Supporting Role,88,The Big Short,3,4,4,1,0,1,Christian Bale,false,2016,2015
Actor in a Supporting Role,88,The Revenant,3,1,9,4,3,3,Tom Hardy,false,2016,2015
Actor in a Supporting Role,88,Spotlight,2,3,4,1,0,2,Mark Ruffalo,false,2016,2015
Actor in a Supporting Role,88,Bridge of Spies,7,1,5,1,0,1,Mark Rylance,true,2016,2015
Actor in a Supporting Role,88,Creed,0,0,1,0,1,0,Sylvester Stallone,false,2016,2015
Actress in a Leading Role,88,Carol,8,5,6,0,0,0,Cate Blanchett,false,2016,2015
Actress in a Leading Role,88,Room,1,2,3,1,1,1,Brie Larson,true,2016,2015
Actress in a Leading Role,88,Joy,0,1,1,0,1,0,Jennifer Lawrence,false,2016,2015
Actress in a Leading Role,88,45 Years,0,0,1,0,0,0,Charlotte Rampling,false,2016,2015
Actress in a Leading Role,88,Brooklyn,5,1,3,0,0,0,Saoirse Ronan,false,2016,2015
Actress in a Supporting Role,88,The Hateful Eight,2,2,2,1,1,1,Jennifer Jason Leigh,false,2016,2015
Actress in a Supporting Role,88,Carol,8,5,6,0,0,0,Rooney Mara,false,2016,2015
Actress in a Supporting Role,88,Spotlight,2,3,4,1,0,2,Rachel McAdams,false,2016,2015
Actress in a Supporting Role,88,The Danish Girl,4,3,3,0,0,1,Alicia Vikander,true,2016,2015
Actress in a Supporting Role,88,Steve Jobs,2,2,2,1,2,0,Kate Winslet,false,2016,2015
Animated Feature Film,88,Anomalisa,0,1,1,0,0,0,"Charlie Kaufman, Duke Johnson and Rosa Tran",false,2016,2015
Animated Feature Film,88,Boy and the World,0,0,1,0,0,0,Alê Abreu,false,2016,2015
Animated Feature Film,88,Inside Out,1,0,1,1,1,1,Pete Docter and Jonas Rivera,true,2016,2015
Animated Feature Film,88,Shaun the Sheep Movie,1,1,1,0,0,0,Mark Burton and Richard Starzak,false,2016,2015
Animated Feature Film,88,When Marnie Was There,0,0,1,0,0,0,Hiromasa Yonebayashi and Yoshiaki Nishimura,false,2016,2015
Cinematography,88,Carol,8,5,6,0,0,0,Ed Lachman,false,2016,2015
Cinematography,88,The Hateful Eight,2,2,2,1,1,1,Robert Richardson,false,2016,2015
Cinematography,88,Mad Max: Fury Road,3,2,4,4,0,6,John Seale,false,2016,2015
Cinematography,88,The Revenant,3,1,9,4,3,3,Emmanuel Lubezki,true,2016,2015
Cinematography,88,Sicario,3,0,3,0,0,0,Roger Deakins,false,2016,2015
Costume Design,88,Carol,8,5,6,0,0,0,Sandy Powell,false,2016,2015
Costume Design,88,Cinderella,1,0,1,0,0,0,Sandy Powell,false,2016,2015
Costume Design,88,The Danish Girl,4,3,3,0,0,1,Paco Delgado,false,2016,2015
Costume Design,88,Mad Max: Fury Road,3,2,4,4,0,6,Jenny Beavan,true,2016,2015
Costume Design,88,The Revenant,3,1,9,4,3,3,Jacqueline West,false,2016,2015
Directing,88,The Big Short,3,4,4,1,0,1,Adam McKay,false,2016,2015
Directing,88,Mad Max: Fury Road,3,2,4,4,0,6,George Miller,false,2016,2015
Directing,88,The Revenant,3,1,9,4,3,3,Alejandro G. Iñárritu,true,2016,2015
Directing,88,Room,1,2,3,1,1,1,Lenny Abrahamson,false,2016,2015
Directing,88,Spotlight,2,3,4,1,0,2,Tom McCarthy,false,2016,2015
Documentary Feature Film,88,Amy,0,0,0,1,0,1,Asif Kapadia and James Gay-Rees,true,2016,2015
Documentary Feature Film,88,Cartel Land,1,0,1,0,0,0,Matthew Heineman and Tom Yellin,false,2016,2015
Documentary Feature Film,88,The Look of Silence,0,0,1,0,0,0,Joshua Oppenheimer and Signe Byrge Sørensen,false,2016,2015
Documentary Feature Film,88,"What Happened, Miss Simone?",0,0,1,0,0,0,"Liz Garbus, Amy Hobby and Justin Wilkes",false,2016,2015
Documentary Feature Film,88,"Winter on Fire: Ukraine's Fight for Freedom",0,0,1,0,0,0,Evgeny Afineevsky and Den Tolmor,false,2016,2015
Documentary Short Film,88,Body Team 12,0,0,1,0,0,0,David Darg and Bryn Mooser,false,2016,2015
Documentary Short Film,88,"Chau, beyond the Lines",0,0,1,0,0,0,Courtney Marsh and Jerry Franck,false,2016,2015
Documentary Short Film,88,Claude Lanzmann: Spectres of the Shoah,0,0,1,0,0,0,Adam Benzine,false,2016,2015
Documentary Short Film,88,A Girl in the River: The Price of Forgiveness,0,0,0,0,0,1,Sharmeen Obaid-Chinoy,true,2016,2015
Documentary Short Film,88,Last Day of Freedom,0,0,1,0,0,0,Dee Hibbert-Jones and Nomi Talisman,false,2016,2015
Film Editing,88,The Big Short,3,4,4,1,0,1,Hank Corwin,false,2016,2015
Film Editing,88,Mad Max: Fury Road,3,2,4,4,0,6,Margaret Sixel,true,2016,2015
Film Editing,88,The Revenant,3,1,9,4,3,3,Stephen Mirrione,false,2016,2015
Film Editing,88,Spotlight,2,3,4,1,0,2,Tom McArdle,false,2016,2015
Film Editing,88,Star Wars: The Force Awakens,3,0,5,1,0,0,Maryann Brandon and Mary Jo Markey,false,2016,2015
International Feature Film,88,Embrace of the Serpent,0,0,1,0,0,0,Colombia,false,2016,2015
International Feature Film,88,Mustang,1,1,1,0,0,0,France,false,2016,2015
International Feature Film,88,Son of Saul,0,0,0,1,1,1,Hungary,true,2016,2015
International Feature Film,88,Theeb,1,0,1,1,0,0,Jordan,false,2016,2015
International Feature Film,88,A War,2,0,2,0,0,0,Denmark,false,2016,2015
Makeup and Hairstyling,88,Mad Max: Fury Road,3,2,4,4,0,6,"Lesley Vanderwalt, Elka Wardega and Damian Martin",true,2016,2015
Makeup and Hairstyling,88,The 100-Year-Old Man Who Climbed out the Window and Disappeared,0,0,0,0,0,0,Love Larson and Eva von Bahr,false,2016,2015
Makeup and Hairstyling,88,The Revenant,3,1,9,4,3,3,"Siân Grigg, Duncan Jarman and Robert Pandini",false,2016,2015
Music (Original Score),88,Bridge of Spies,7,1,5,1,0,1,Thomas Newman,false,2016,2015
Music (Original Score),88,Carol,8,5,6,0,0,0,Carter Burwell,false,2016,2015
Music (Original Score),88,The Hateful Eight,2,2,2,1,1,1,Ennio Morricone,true,2016,2015
Music (Original Score),88,Sicario,3,0,3,0,0,0,Jóhann Jóhannsson,false,2016,2015
Music (Original Score),88,Star Wars: The Force Awakens,3,0,5,1,0,0,John Williams,false,2016,2015
Music (Original Song),88,Fifty Shades of Grey,0,1,1,0,0,0,"Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio",false,2016,2015
Music (Original Song),88,Racing Extinction,0,0,1,0,0,0,Music by J. Ralph; Lyric by Anohni,false,2016,2015
Music (Original Song),88,Youth,0,2,1,0,0,0,Music and Lyric by David Lang,false,2016,2015
Music (Original Song),88,The Hunting Ground,0,0,1,0,0,0,Music and Lyric by Diane Warren and Lady Gaga,false,2016,2015
Music (Original Song),88,Spectre,0,0,0,0,1,1,Music and Lyric by Jimmy Napes and Sam Smith,true,2016,2015
Best Picture,88,The Big Short,3,4,4,1,0,1,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",false,2016,2015
Best Picture,88,Bridge of Spies,7,1,5,1,0,1,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",false,2016,2015
Best Picture,88,Brooklyn,5,1,3,0,0,0,"Finola Dwyer and Amanda Posey, Producers",false,2016,2015
Best Picture,88,Mad Max: Fury Road,3,2,4,4,0,6,"Doug Mitchell and George Miller, Producers",false,2016,2015
Best Picture,88,The Martian,5,1,7,0,2,0,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",false,2016,2015
Best Picture,88,The Revenant,3,1,9,4,3,3,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",false,2016,2015
Best Picture,88,Room,1,2,3,1,1,1,"Ed Guiney, Producer",false,2016,2015
Best Picture,88,Spotlight,2,3,4,1,0,2,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",true,2016,2015
Production Design,88,Bridge of Spies,7,1,5,1,0,1,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich,false,2016,2015
Production Design,88,The Danish Girl,4,3,3,0,0,1,Production Design: Eve Stewart; Set Decoration: Michael Standish,false,2016,2015
Production Design,88,Mad Max: Fury Road,3,2,4,4,0,6,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,true,2016,2015
Production Design,88,The Martian,5,1,7,0,2,0,Production Design: Arthur Max; Set Decoration: Celia Bobak,false,2016,2015
Production Design,88,The Revenant,3,1,9,4,3,3,Production Design: Jack Fisk; Set Decoration: Hamish Purdy,false,2016,2015
Short Film (Animated),88,Bear Story,0,0,0,0,0,1,Gabriel Osorio and Pato Escala,true,2016,2015
Short Film (Animated),88,Prologue,1,0,1,0,0,0,Richard Williams and Imogen Sutton,false,2016,2015
Short Film (Animated),88,"Sanjay's Super Team",0,0,1,0,0,0,Sanjay Patel and Nicole Grindle,false,2016,2015
Short Film (Animated),88,"We Can't Live without Cosmos",0,0,1,0,0,0,Konstantin Bronzit,false,2016,2015
Short Film (Animated),88,World of Tomorrow,0,0,1,0,0,0,Don Hertzfeldt,false,2016,2015
Short Film (Live Action),88,Ave Maria,0,0,1,0,0,0,Basil Khalil and Eric Dupont,false,2016,2015
Short Film (Live Action),88,Day One,0,0,0,0,0,0,Henry Hughes,false,2016,2015
Short Film (Live Action),88,Everything Will Be Okay (Alles Wird Gut),0,0,1,0,0,0,Patrick Vollrath,false,2016,2015
Short Film (Live Action),88,Shok,0,0,1,0,0,0,Jamie Donoughue,false,2016,2015
Short Film (Live Action),88,Stutterer,0,0,0,0,0,1,Benjamin Cleary and Serena Armitage,true,2016,2015
Sound,88,Bridge of Spies,7,1,5,1,0,1,"Andy Nelson, Gary Rydstrom and Drew Kunin",false,2016,2015
Sound,88,Mad Max: Fury Road,3,2,4,4,0,6,"Chris Jenkins, Gregg Rudloff and Ben Osmo",true,2016,2015
Sound,88,The Martian,5,1,7,0,2,0,"Paul Massey, Mark Taylor and Mac Ruth",false,2016,2015
Sound,88,The Revenant,3,1,9,4,3,3,"Jon Taylor, Frank A. Montaño, Randy Thom and Chris Duesterdiek",false,2016,2015
Sound,88,Star Wars: The Force Awakens,3,0,5,1,0,0,"Andy Nelson, Christopher Scarabosio and Stuart Wilson",false,2016,2015
Visual Effects,88,Ex Machina,4,1,1,0,0,1,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",true,2016,2015
Visual Effects,88,Mad Max: Fury Road,3,2,4,4,0,6,"Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams",false,2016,2015
Visual Effects,88,The Martian,5,1,7,0,2,0,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner",false,2016,2015
Visual Effects,88,The Revenant,3,1,9,4,3,3,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",false,2016,2015
Visual Effects,88,Star Wars: The Force Awakens,3,0,5,1,0,0,"Roger Guyett, Patrick Tubach, Neal Scanlan and Chris Corbould",false,2016,2015
Writing (Adapted Screenplay),88,The Big Short,3,4,4,1,0,1,Screenplay by Charles Randolph and Adam McKay,true,2016,2015
Writing (Adapted Screenplay),88,Brooklyn,5,1,3,0,0,0,Screenplay by Nick Hornby,false,2016,2015
Writing (Adapted Screenplay),88,Carol,8,5,6,0,0,0,Screenplay by Phyllis Nagy,false,2016,2015
Writing (Adapted Screenplay),88,The Martian,5,1,7,0,2,0,Screenplay by Drew Goddard,false,2016,2015
Writing (Adapted Screenplay),88,Room,1,2,3,1,1,1,Screenplay by Emma Donoghue,false,2016,2015
Writing (Original Screenplay),88,Bridge of Spies,7,1,5,1,0,1,Written by Matt Charman and Ethan Coen & Joel Coen,false,2016,2015
Writing (Original Screenplay),88,Ex Machina,4,1,1,0,0,1,Written by Alex Garland,false,2016,2015
Writing (Original Screenplay),88,Inside Out,1,0,1,1,1,1,"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",false,2016,2015
Writing (Original Screenplay),88,Spotlight,2,3,4,1,0,2,Written by Josh Singer & Tom McCarthy,true,2016,2015
Writing (Original Screenplay),88,Straight Outta Compton,0,0,1,0,0,0,Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,false,2016,2015
Actor in a Leading Role,89,Manchester by the Sea,3,4,4,2,1,2,Casey Affleck,true,2017,2016
Actor in a Leading Role,89,Hacksaw Ridge,4,3,4,1,0,2,Andrew Garfield,false,2017,2016
Actor in a Leading Role,89,La La Land,6,0,8,4,7,6,Ryan Gosling,false,2017,2016
Actor in a Leading Role,89,Captain Fantastic,1,1,1,0,0,0,Viggo Mortensen,false,2017,2016
Actor in a Leading Role,89,Fences,0,1,3,1,1,1,Denzel Washington,false,2017,2016
Actor in a Supporting Role,89,Moonlight,4,5,5,0,1,3,Mahershala Ali,true,2017,2016
Actor in a Supporting Role,89,Hell or High Water,3,3,4,0,0,0,Jeff Bridges,false,2017,2016
Actor in a Supporting Role,89,Manchester by the Sea,3,4,4,2,1,2,Lucas Hedges,false,2017,2016
Actor in a Supporting Role,89,Lion,3,4,6,2,0,0,Dev Patel,false,2017,2016
Actor in a Supporting Role,89,Nocturnal Animals,8,2,1,0,1,0,Michael Shannon,false,2017,2016
Actress in a Leading Role,89,Elle,1,0,1,0,2,0,Isabelle Huppert,false,2017,2016
Actress in a Leading Role,89,Loving,0,0,0,0,0,0,Ruth Negga,false,2017,2016
Actress in a Leading Role,89,Jackie,2,1,3,1,0,0,Natalie Portman,false,2017,2016
Actress in a Leading Role,89,La La Land,6,0,8,4,7,6,Emma Stone,true,2017,2016
Actress in a Leading Role,89,Florence Foster Jenkins,3,4,2,1,0,0,Meryl Streep,false,2017,2016
Actress in a Supporting Role,89,Fences,0,1,3,1,1,1,Viola Davis,true,2017,2016
Actress in a Supporting Role,89,Moonlight,4,5,5,0,1,3,Naomie Harris,false,2017,2016
Actress in a Supporting Role,89,Lion,3,4,6,2,0,0,Nicole Kidman,false,2017,2016
Actress in a Supporting Role,89,Hidden Figures,1,2,3,0,0,0,Octavia Spencer,false,2017,2016
Actress in a Supporting Role,89,Manchester by the Sea,3,4,4,2,1,2,Michelle Williams,false,2017,2016
Animated Feature Film,89,Kubo and the Two Strings,0,1,2,1,0,0,Travis Knight and Arianne Sutner,false,2017,2016
Animated Feature Film,89,Moana,1,2,2,0,0,0,"John Musker, Ron Clements and Osnat Shurer",false,2017,2016
Animated Feature Film,89,My Life as a Zucchini,1,1,1,0,0,0,Claude Barras and Max Karli,false,2017,2016
Animated Feature Film,89,The Red Turtle,0,0,1,0,0,0,Michael Dudok de Wit and Toshio Suzuki,false,2017,2016
Animated Feature Film,89,Zootopia,1,0,0,0,1,1,"Byron Howard, Rich Moore and Clark Spencer",true,2017,2016
Cinematography,89,Arrival,7,2,7,1,0,1,Bradford Young,false,2017,2016
Cinematography,89,La La Land,6,0,8,4,7,6,Linus Sandgren,true,2017,2016
Cinematography,89,Lion,3,4,6,2,0,0,Greig Fraser,false,2017,2016
Cinematography,89,Moonlight,4,5,5,0,1,3,James Laxton,false,2017,2016
Cinematography,89,Silence,0,0,1,0,0,0,Rodrigo Prieto,false,2017,2016
Costume Design,89,Allied,1,0,1,0,0,0,Joanna Johnston,false,2017,2016
Costume Design,89,Fantastic Beasts and Where to Find Them,4,0,1,1,0,1,Colleen Atwood,true,2017,2016
Costume Design,89,Florence Foster Jenkins,3,4,2,1,0,0,Consolata Boyle,false,2017,2016
Costume Design,89,Jackie,2,1,3,1,0,0,Madeline Fontaine,false,2017,2016
Costume Design,89,La La Land,6,0,8,4,7,6,Mary Zophres,false,2017,2016
Directing,89,Arrival,7,2,7,1,0,1,Denis Villeneuve,false,2017,2016
Directing,89,Hacksaw Ridge,4,3,4,1,0,2,Mel Gibson,false,2017,2016
Directing,89,La La Land,6,0,8,4,7,6,Damien Chazelle,true,2017,2016
Directing,89,Manchester by the Sea,3,4,4,2,1,2,Kenneth Lonergan,false,2017,2016
Directing,89,Moonlight,4,5,5,0,1,3,Barry Jenkins,false,2017,2016
Documentary Feature Film,89,Fire at Sea,0,0,1,0,0,0,Gianfranco Rosi and Donatella Palermo,false,2017,2016
