year_film,year_ceremony,ceremony,category,name,film,winner,film_awards,gender,race,country,continent
2013,2014,86,Actress in a Leading Role,Judi Dench,Philomena,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2013,2014,86,Actress in a Leading Role,Meryl Streep,August: Osage County,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 2, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2013,2014,86,Actress in a Supporting Role,Sally Hawkins,Blue Jasmine,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Female,White,,
2013,2014,86,Actress in a Supporting Role,Jennifer Lawrence,American Hustle,False,"{'nomsBaftas': 7, 'nomsGoldenGlobes': 4, 'nomsOscars': 10, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 0}",Female,White,,
2013,2014,86,Actress in a Supporting Role,Lupita Nyong'o,12 Years a Slave,True,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 6, 'nomsOscars': 6, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 3}",Female,Black,,
2013,2014,86,Actress in a Supporting Role,Julia Roberts,August: Osage County,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 2, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2013,2014,86,Actress in a Supporting Role,June Squibb,Nebraska,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 5, 'nomsOscars': 6, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2013,2014,86,Animated Feature Film,"Chris Sanders, Kirk DeMicco, Kristine Belson",The Croods,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2013,2014,86,Animated Feature Film,"Chris Meledandri, Chris Renaud, Pierre Coffin",Despicable Me 2,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Animated Feature Film,"Benjamin Renner, Didier Brunner",Ernest & Celestine,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Animated Feature Film,"Chris Buck, Jennifer Lee, Peter Del Vecho",Frozen,True,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 0, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Male,White,,
2013,2014,86,Animated Feature Film,"Hayao Miyazaki, Toshio Suzuki",The Wind Rises,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Asian,,
2013,2014,86,Costume Design,Michael Wilkinson,American Hustle,False,"{'nomsBaftas': 7, 'nomsGoldenGlobes': 4, 'nomsOscars': 10, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 0}",Male,White,,
2013,2014,86,Costume Design,William Chang Suk Ping,The Grandmaster,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Asian,,
2013,2014,86,Costume Design,Catherine Martin,The Great Gatsby,True,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Female,White,,
2013,2014,86,Costume Design,Michael O'Connor,The Invisible Woman,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Costume Design,Patricia Norris,12 Years a Slave,False,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 6, 'nomsOscars': 6, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 3}",Female,White,,
2013,2014,86,Directing,David O. Russell,American Hustle,False,"{'nomsBaftas': 7, 'nomsGoldenGlobes': 4, 'nomsOscars': 10, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 0}",Male,White,,
2013,2014,86,Directing,Alfonso Cuarón,Gravity,True,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 6, 'winsGoldenGlobes': 1, 'winsOscars': 7}",Male,Hispanic,,
2013,2014,86,Directing,Alexander Payne,Nebraska,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 5, 'nomsOscars': 6, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Directing,Steve McQueen,12 Years a Slave,False,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 6, 'nomsOscars': 6, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 3}",Male,White,,
2013,2014,86,Directing,Martin Scorsese,The Wolf of Wall Street,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 1, 'nomsOscars': 5, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Male,White,,
2013,2014,86,International Feature Film,Felix Van Groeningen,The Broken Circle Breakdown,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Belgium,Europe
2013,2014,86,International Feature Film,Paolo Sorrentino,The Great Beauty,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,Italy,Europe
2013,2014,86,International Feature Film,Thomas Vinterberg,The Hunt,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Denmark,Europe
2013,2014,86,International Feature Film,Rithy Panh,The Missing Picture,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Asian,Cambodia,Asia
2013,2014,86,International Feature Film,Hany Abu-Assad,Omar,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Middle Eastern,Palestine,Asia
2013,2014,86,Makeup and Hairstyling,"Adruitha Lee, Robin Mathews",Dallas Buyers Club,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 3}",Female,White,,
2013,2014,86,Makeup and Hairstyling,Stephen Prouty,Jackass Presents: Bad Grandpa,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Makeup and Hairstyling,"Gloria Pasqua-Casny, Joel Harlow",The Lone Ranger,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2013,2014,86,Music (Original Score),John Williams,The Book Thief,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Music (Original Score),Steven Price,Gravity,True,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 6, 'winsGoldenGlobes': 1, 'winsOscars': 7}",Male,White,,
2013,2014,86,Music (Original Score),"Owen Pallett, William Butler",Her,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 2, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,,
2013,2014,86,Music (Original Score),Alexandre Desplat,Philomena,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Music (Original Score),Thomas Newman,Saving Mr. Banks,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Writing (Adapted Screenplay),"Ethan Hawke, Julie Delpy, Richard Linklater",Before Midnight,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2013,2014,86,Writing (Adapted Screenplay),Billy Ray,Captain Phillips,False,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 4, 'nomsOscars': 6, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Writing (Adapted Screenplay),"Jeff Pope, Steve Coogan",Philomena,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2013,2014,86,Writing (Adapted Screenplay),John Ridley,12 Years a Slave,True,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 6, 'nomsOscars': 6, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 3}",Male,Black,,
2013,2014,86,Writing (Adapted Screenplay),Terence Winter,The Wolf of Wall Street,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 1, 'nomsOscars': 5, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Male,White,,
2013,2014,86,Writing (Original Screenplay),"David O. Russell, Eric Warren Singer",American Hustle,False,"{'nomsBaftas': 7, 'nomsGoldenGlobes': 4, 'nomsOscars': 10, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 0}",Male,White,,
2013,2014,86,Writing (Original Screenplay),Woody Allen,Blue Jasmine,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,,
2013,2014,86,Writing (Original Screenplay),"Craig Borten, Melisa Wallack",Dallas Buyers Club,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 3}",F - M,White,,
2013,2014,86,Writing (Original Screenplay),Spike Jonze,Her,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 2, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,,
2013,2014,86,Writing (Original Screenplay),Bob Nelson,Nebraska,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 5, 'nomsOscars': 6, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Actor in a Leading Role,Steve Carell,Foxcatcher,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Actor in a Leading Role,Bradley Cooper,American Sniper,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 5, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2014,2015,87,Actor in a Leading Role,Benedict Cumberbatch,The Imitation Game,False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 7, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2014,2015,87,Actor in a Leading Role,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 4}",Male,White,,
2014,2015,87,Actor in a Leading Role,Eddie Redmayne,The Theory of Everything,True,"{'nomsBaftas': 7, 'nomsGoldenGlobes': 2, 'nomsOscars': 4, 'winsBaftas': 3, 'winsGoldenGlobes': 2, 'winsOscars': 1}",Male,White,,
2014,2015,87,Actor in a Supporting Role,Robert Duvall,The Judge,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Actor in a Supporting Role,Ethan Hawke,Boyhood,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 2, 'nomsOscars': 5, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 1}",Male,White,,
2014,2015,87,Actor in a Supporting Role,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 4}",Male,White,,
2014,2015,87,Actor in a Supporting Role,Mark Ruffalo,Foxcatcher,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Actor in a Supporting Role,J.K. Simmons,Whiplash,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 3, 'winsGoldenGlobes': 1, 'winsOscars': 3}",Male,White,,
2014,2015,87,Actress in a Leading Role,Marion Cotillard,"Two Days, One Night",False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2014,2015,87,Actress in a Leading Role,Felicity Jones,The Theory of Everything,False,"{'nomsBaftas': 7, 'nomsGoldenGlobes': 2, 'nomsOscars': 4, 'winsBaftas': 3, 'winsGoldenGlobes': 2, 'winsOscars': 1}",Female,White,,
2014,2015,87,Actress in a Leading Role,Julianne Moore,Still Alice,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Female,White,,
2014,2015,87,Actress in a Leading Role,Rosamund Pike,Gone Girl,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 4, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2014,2015,87,Actress in a Leading Role,Reese Witherspoon,Wild,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2014,2015,87,Actress in a Supporting Role,Patricia Arquette,Boyhood,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 2, 'nomsOscars': 5, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 1}",Female,White,,
2014,2015,87,Actress in a Supporting Role,Laura Dern,Wild,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2014,2015,87,Actress in a Supporting Role,Keira Knightley,The Imitation Game,False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 7, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,White,,
2014,2015,87,Actress in a Supporting Role,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance),False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 4}",Female,White,,
2014,2015,87,Actress in a Supporting Role,Meryl Streep,Into the Woods,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2014,2015,87,Animated Feature Film,"Chris Williams, Don Hall, Roy Conli",Big Hero 6,True,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 0, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2014,2015,87,Animated Feature Film,"Anthony Stacchi, Graham Annable, Travis Knight",The Boxtrolls,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Animated Feature Film,"Bonnie Arnold, Dean DeBlois",How to Train Your Dragon 2,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",F - M,White,,
2014,2015,87,Animated Feature Film,"Paul Young, Tomm Moore",Song of the Sea,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Animated Feature Film,"Isao Takahata, Yoshiaki Nishimura",The Tale of the Princess Kaguya,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Asian,,
2014,2015,87,Costume Design,Milena Canonero,The Grand Budapest Hotel,True,"{'nomsBaftas': 6, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 5, 'winsGoldenGlobes': 1, 'winsOscars': 4}",Female,White,,
2014,2015,87,Costume Design,Mark Bridges,Inherent Vice,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Costume Design,Colleen Atwood,Into the Woods,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2014,2015,87,Costume Design,Anna B. Sheppard,Maleficent,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2014,2015,87,Costume Design,Jacqueline Durran,Mr. Turner,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 0, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2014,2015,87,Directing,Alejandro G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance),True,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 4}",Male,Hispanic,,
2014,2015,87,Directing,Richard Linklater,Boyhood,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 2, 'nomsOscars': 5, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 1}",Male,White,,
2014,2015,87,Directing,Bennett Miller,Foxcatcher,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Directing,Wes Anderson,The Grand Budapest Hotel,False,"{'nomsBaftas': 6, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 5, 'winsGoldenGlobes': 1, 'winsOscars': 4}",Male,White,,
2014,2015,87,Directing,Morten Tyldum,The Imitation Game,False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 7, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2014,2015,87,International Feature Film,Pawel Pawlikowski,Ida,True,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,Poland,Europe
2014,2015,87,International Feature Film,Andréi Sviáguintsev,Leviathan,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Male,White,Russia,Europe
2014,2015,87,International Feature Film,Zaza Urushadze,Tangerines,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Middle Eastern,Estonia,Europe
2014,2015,87,International Feature Film,Abderrahmane Sissako,Timbuktu,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Black,Mauritania,Africa
2014,2015,87,International Feature Film,Damián Szifron,Wild Tales,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Argentina,South America
2014,2015,87,Makeup and Hairstyling,"Bill Corso, Dennis Liddiard",Foxcatcher,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Makeup and Hairstyling,"Frances Hannon, Mark Coulier",The Grand Budapest Hotel,True,"{'nomsBaftas': 6, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 5, 'winsGoldenGlobes': 1, 'winsOscars': 4}",F - M,White,,
2014,2015,87,Makeup and Hairstyling,"David White, Elizabeth Yianni-Georgiou",Guardians of the Galaxy,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2014,2015,87,Music (Original Score),Alexandre Desplat,The Grand Budapest Hotel,True,"{'nomsBaftas': 6, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 5, 'winsGoldenGlobes': 1, 'winsOscars': 4}",Male,White,,
2014,2015,87,Music (Original Score),Alexandre Desplat,The Imitation Game,False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 7, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2014,2015,87,Music (Original Score),Hans Zimmer,Interstellar,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2014,2015,87,Music (Original Score),Gary Yershon,Mr. Turner,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 0, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Music (Original Score),Jóhann Jóhannsson,The Theory of Everything,False,"{'nomsBaftas': 7, 'nomsGoldenGlobes': 2, 'nomsOscars': 4, 'winsBaftas': 3, 'winsGoldenGlobes': 2, 'winsOscars': 1}",Male,White,,
2014,2015,87,Writing (Adapted Screenplay),Jason Hall,American Sniper,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 5, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2014,2015,87,Writing (Adapted Screenplay),Graham Moore,The Imitation Game,True,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 7, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2014,2015,87,Writing (Adapted Screenplay),Paul Thomas Anderson,Inherent Vice,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Writing (Adapted Screenplay),Anthony McCarten,The Theory of Everything,False,"{'nomsBaftas': 7, 'nomsGoldenGlobes': 2, 'nomsOscars': 4, 'winsBaftas': 3, 'winsGoldenGlobes': 2, 'winsOscars': 1}",Male,White,,
2014,2015,87,Writing (Adapted Screenplay),Damien Chazelle,Whiplash,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 3, 'winsGoldenGlobes': 1, 'winsOscars': 3}",Male,White,,
2014,2015,87,Writing (Original Screenplay),"Alejandro G. Iñárritu, Alexander Dinelaris, Armando Bo, Jr., Nicolás Giacobone",Birdman or (The Unexpected Virtue of Ignorance),True,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 4}",Male,H - W,,
2014,2015,87,Writing (Original Screenplay),Richard Linklater,Boyhood,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 2, 'nomsOscars': 5, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 1}",Male,White,,
2014,2015,87,Writing (Original Screenplay),"Dan Futterman, E. Max Frye",Foxcatcher,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2014,2015,87,Writing (Original Screenplay),"Hugo Guinness, Wes Anderson",The Grand Budapest Hotel,False,"{'nomsBaftas': 6, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 5, 'winsGoldenGlobes': 1, 'winsOscars': 4}",Male,White,,
2014,2015,87,Writing (Original Screenplay),Dan Gilroy,Nightcrawler,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2015,2016,88,Actor in a Leading Role,Bryan Cranston,Trumbo,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 2, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2015,2016,88,Actor in a Leading Role,Matt Damon,The Martian,False,"{'nomsBaftas': 6, 'nomsGoldenGlobes': 1, 'nomsOscars': 7, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 0}",Male,White,,
2015,2016,88,Actor in a Leading Role,Leonardo DiCaprio,The Revenant,True,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 1, 'nomsOscars': 9, 'winsBaftas': 5, 'winsGoldenGlobes': 3, 'winsOscars': 3}",Male,White,,
